dataset,task_type,fingerprint_type,split_method,model_name,hyperparameters,run_count,train_size_mean,val_size_mean,test_size_mean,train_roc_auc_mean,train_pr_auc_mean,train_accuracy_mean,train_mae_mean,train_rmse_mean,train_r2_mean,val_roc_auc_mean,val_pr_auc_mean,val_accuracy_mean,val_mae_mean,val_rmse_mean,val_r2_mean,test_roc_auc_mean,test_pr_auc_mean,test_accuracy_mean,test_mae_mean,test_rmse_mean,test_r2_mean,train_size_std,val_size_std,test_size_std,train_roc_auc_std,train_pr_auc_std,train_accuracy_std,train_mae_std,train_rmse_std,train_r2_std,val_roc_auc_std,val_pr_auc_std,val_accuracy_std,val_mae_std,val_rmse_std,val_r2_std,test_roc_auc_std,test_pr_auc_std,test_accuracy_std,test_mae_std,test_rmse_std,test_r2_std
hiv,classification,atompair,bm_scaffold,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,32749.0,4094.0,4093.0,0.9999810120573437,0.999278788409036,0.9999389294329598,,,,0.7571222143025691,0.2950268986535136,0.9760625305324866,,,,0.8120695458546943,0.3370780443702493,0.9623747862203762,,,,,,,,,,,,,,,,,,,,,,,,
hiv,classification,atompair,butina_atompair,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999702386404618,0.998826604862523,0.9999206082628478,,,,0.8084329109215729,0.33792226897064515,0.966047874938935,,,,0.7852164321835088,0.323541584959366,0.9697532372343025,,,,0.0,0.0,0.0,5.664201067115484e-06,0.0001820327748438709,1.6724863583809512e-05,,,,0.028862357463698186,0.06400386401535225,0.005230242575809437,,,,0.030424580109426648,0.06633304062056836,0.007267018553400718,,,
hiv,classification,atompair,butina_maccs,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999660920811468,0.9987601886898672,0.9999083941494395,,,,0.7699798148777435,0.26083815913105457,0.9713238886174891,,,,0.7316823209862591,0.17904673617305839,0.9722452968482775,,,,0.0,0.0,0.0,2.1531996627632947e-06,7.956264259756687e-05,0.0,,,,0.00859206029310874,0.02545776274673448,0.0020186569136682415,,,,0.009863147228173887,0.009364992703022199,0.0017154644203803396,,,
hiv,classification,atompair,butina_morgan,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999752033009376,0.9990761497463764,0.9999328223762557,,,,0.7833601473959554,0.2970405517015304,0.9697606253053248,,,,0.8194487165288418,0.30316217487262265,0.9686782311263131,,,,0.0,0.0,0.0,6.536926589852104e-06,0.0002536711534995711,2.5547651120152754e-05,,,,0.02369420724701722,0.07807870567273127,0.0013533849709032875,,,,0.020402667304226796,0.07729301007039392,0.003738967590774754,,,
hiv,classification,atompair,random,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999806901506464,0.9992493690629232,0.9999450364896638,,,,0.835487269400202,0.4618518417757719,0.9696629213483146,,,,0.8514797124006106,0.43624271478581467,0.9716589298802834,,,,0.0,0.0,0.0,1.5332482144329383e-05,0.0006298865438139814,3.344972716755125e-05,,,,0.012109201998650886,0.023594418513076837,0.0027111747778234972,,,,0.019119881165926736,0.024707543850636983,0.0021088048499428354,,,
hiv,classification,maccs,bm_scaffold,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,32749.0,4094.0,4093.0,0.99824788071169,0.9303173936288396,0.9940150844300589,,,,0.7324185728568893,0.24742491672040298,0.9753297508549096,,,,0.8269469149707422,0.3791766055061984,0.9653066210603469,,,,,,,,,,,,,,,,,,,,,,,,
hiv,classification,maccs,butina_atompair,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9985510204828347,0.939102856685673,0.9949738923325903,,,,0.799782458466313,0.31496934787494546,0.9657059110893991,,,,0.7691110530915208,0.32079732852168424,0.9706816516002933,,,,0.0,0.0,0.0,0.00012523944274166936,0.00529900588933689,0.00045935054263996847,,,,0.03541029211835923,0.08054509206729239,0.00472565568304257,,,,0.027525367906974664,0.05244929164382993,0.00682566090627851,,,
hiv,classification,maccs,butina_maccs,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9984653333938489,0.9407248402146895,0.9947906806314697,,,,0.7756949330609176,0.2585494540949009,0.9717635564240352,,,,0.6770616689242288,0.10835062812009728,0.972098705106279,,,,0.0,0.0,0.0,5.2358061689046215e-05,0.0020518778911562106,6.689945433508032e-05,,,,0.014206924902003275,0.020719216467481826,0.00197382548615894,,,,0.022307806425957245,0.020626762077957588,0.0017224096488653497,,,
hiv,classification,maccs,butina_morgan,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.998759659323826,0.949825766762884,0.9951876393172311,,,,0.7910016586937298,0.24759457157118647,0.9681485100146556,,,,0.8022738521690063,0.26179186650041075,0.9678475445883216,,,,0.0,0.0,0.0,0.0001414069300371303,0.004107998161699987,0.0003250251083265669,,,,0.01773150501698644,0.02841799220451495,0.001252650845623671,,,,0.019092737419973634,0.04331102839285581,0.0034750111045881724,,,
hiv,classification,maccs,random,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9988066303992651,0.949987087179942,0.995212067544047,,,,0.8296433919327499,0.4393597312414844,0.9676111382510992,,,,0.8356815146006147,0.43639189168217707,0.9702418763742976,,,,0.0,0.0,0.0,0.0001668219345522814,0.006288060542931854,0.00038284962639854495,,,,0.008413643388607988,0.011435684918805325,0.003159367397069889,,,,0.019897348986579976,0.027231985380144028,0.002248536597086454,,,
hiv,classification,morgan,bm_scaffold,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,32749.0,4094.0,4093.0,0.9999138662891093,0.9961635944250022,0.9997557177318391,,,,0.7339341187574957,0.2980809745117346,0.9763067904250122,,,,0.8327645189270366,0.4199339427543266,0.9638407036403616,,,,,,,,,,,,,,,,,,,,,,,,
hiv,classification,morgan,butina_atompair,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999183761588561,0.9961759890799939,0.999712968334911,,,,0.8224894882521246,0.3682473128356814,0.9678065461651197,,,,0.7992988375340093,0.36106071749262875,0.9725384803322747,,,,0.0,0.0,0.0,2.6136099340283722e-05,0.0014914533909027683,4.630905031636337e-05,,,,0.04441324366082714,0.09584672464344654,0.005313424692204713,,,,0.023160591152510644,0.08399824767577589,0.005928463577074284,,,
hiv,classification,morgan,butina_maccs,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999325195461676,0.9978374211944322,0.9996641118812788,,,,0.8044434296925594,0.2294827367261869,0.9704445530043966,,,,0.7408492206200904,0.18337595491120448,0.9716100659662839,,,,0.0,0.0,0.0,1.0949326327862278e-05,0.0003684025170967367,3.7397931887659624e-05,,,,0.013369808759711927,0.01910406977365449,0.002555990417251669,,,,0.017329812439819493,0.014058411954786198,0.0020028244839403017,,,
hiv,classification,morgan,butina_morgan,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999047588301968,0.9958841555012328,0.9996518977678708,,,,0.7847685255958485,0.2628863362571874,0.9689789936492428,,,,0.8149097791848139,0.28591633634382474,0.9675543611043244,,,,0.0,0.0,0.0,1.360300183687925e-05,0.0005044317990029847,3.4815579868053745e-05,,,,0.028583134484107882,0.06500376330072467,0.002065404802795274,,,,0.03214173746339668,0.05344338655041279,0.004086057638332624,,,
hiv,classification,morgan,random,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,32749.0,4094.0,4093.0,0.9999245798832705,0.9964409383712735,0.999706861278207,,,,0.8277505481445427,0.4360256657579361,0.9684904738641915,,,,0.8465726087038894,0.4557606886751964,0.972391888590276,,,,0.0,0.0,0.0,1.787977663563131e-05,0.0006403042349915343,5.5470097177310716e-05,,,,0.010128209095295895,0.03426131546165853,0.0012090247846374199,,,,0.020983700823743363,0.024229711931957644,0.002562445267945664,,,
lipophilicity,regression,atompair,bm_scaffold,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,3360.0,420.0,420.0,,,,0.18974609253495556,0.24819339672581625,0.9375157031169178,,,,0.6090363863846321,0.7518998216183634,0.549373157445554,,,,0.5578629103726268,0.7182114910620795,0.38275739139249454,,,,,,,,,,,,,,,,,,,,,
lipophilicity,regression,atompair,butina_atompair,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.1887757613236105,0.24752886564752224,0.9388154954616308,,,,0.6454036167756485,0.8267904698998987,0.35347206638677275,,,,0.601270040626767,0.7443242270249086,0.38846349217564435,0.0,0.0,0.0,,,,0.0013523935108163115,0.0015096447253924992,0.0007135578372816557,,,,0.03993167989256062,0.04691268521271018,0.015926360465879967,,,,0.0323391012025818,0.033556481112655356,0.050137533195195025
lipophilicity,regression,atompair,butina_maccs,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3328.0,456.0,416.0,,,,0.18676961007032175,0.24470815658730954,0.9400229466024177,,,,0.6688795180610503,0.8654674496861808,0.20110364492181274,,,,0.6019980181170272,0.7539280601333889,0.4255308988317085,0.0,0.0,0.0,,,,0.00024013935374513401,0.000637605410267876,0.0005147837485831747,,,,0.0032685936708558064,0.003058573413228968,0.005645055981797986,,,,0.010203916727568147,0.011303745647782125,0.03054797266672068
lipophilicity,regression,atompair,butina_morgan,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.18796566004290502,0.2465927567096989,0.9395352603356866,,,,0.6058755041458197,0.766658106701495,0.40936700376510454,,,,0.5850556115461807,0.7428767130012894,0.40108077944212966,0.0,0.0,0.0,,,,0.0009314316397207892,0.001602094625838153,0.0014755980178742586,,,,0.01918640442488967,0.03390913571741806,0.04512175998494937,,,,0.02360678931958953,0.023966828436551853,0.037950213775465036
lipophilicity,regression,atompair,random,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.19089953717940364,0.24887818801760075,0.9378882166093074,,,,0.4892738071497595,0.6387939028789427,0.5766568430838527,,,,0.5199941558072585,0.6745866216852852,0.5671556657207354,0.0,0.0,0.0,,,,0.0013299169540633943,0.0014205334352826804,0.00044158534442888443,,,,0.009612795509580108,0.01577243899214305,0.020080747966613636,,,,0.03185257203601124,0.03673653172199468,0.0355920271575894
lipophilicity,regression,maccs,bm_scaffold,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,3360.0,420.0,420.0,,,,0.1958782203972033,0.2592299413150547,0.9318351058321108,,,,0.6342059826378902,0.7916706903449205,0.5004416444018587,,,,0.5253113258821777,0.6834707988918212,0.44102661781415986,,,,,,,,,,,,,,,,,,,,,
lipophilicity,regression,maccs,butina_atompair,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.19444643372006312,0.2582092408524709,0.9334230354977169,,,,0.6052701523772831,0.769174438845126,0.4396436187545354,,,,0.59992186959644,0.7479822195035787,0.3836805295188682,0.0,0.0,0.0,,,,0.0010340485944976949,0.0011394380235346373,0.00045426369104651325,,,,0.02478097267501984,0.0349956130757786,0.0231205193586737,,,,0.026221848114336907,0.03720793104911967,0.032572557842111834
lipophilicity,regression,maccs,butina_maccs,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3328.0,456.0,416.0,,,,0.1928882581072079,0.25723309637762454,0.9337269151993463,,,,0.5900132339063846,0.7679489856058113,0.3709617462229948,,,,0.6135427980321408,0.7643992903854773,0.4102031033422078,0.0,0.0,0.0,,,,0.0006485494126977444,0.0008378252412262458,0.00048711739615245195,,,,0.0035535150540376803,0.006856098403177199,0.011254627113790418,,,,0.012898289790893287,0.01745448948374864,0.010698238423379094
lipophilicity,regression,maccs,butina_morgan,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.19410193127393482,0.25807432686408766,0.9337847945673234,,,,0.6067577971094418,0.7844482017685631,0.38174357528231273,,,,0.5714114201613064,0.7293056978008778,0.4222155538434631,0.0,0.0,0.0,,,,0.001496139444091316,0.0012108813166459042,0.000751449087005332,,,,0.02006546462604763,0.0269484086498011,0.038575524406770846,,,,0.010291213302786298,0.020016934684361762,0.04462257574967679
lipophilicity,regression,maccs,random,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.19542428881096094,0.2585684174627365,0.9329516614682914,,,,0.5005806342031471,0.654384708000155,0.5557291633183973,,,,0.5221565074194325,0.6912399730113005,0.5459949857024728,0.0,0.0,0.0,,,,0.0025768873396733874,0.0033938612009430957,0.0015571294322815974,,,,0.007377886626659098,0.009995363169251283,0.017416638897379298,,,,0.039957906883090075,0.04184838848816851,0.03328525584715512
lipophilicity,regression,morgan,bm_scaffold,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,3360.0,420.0,420.0,,,,0.19005559329924018,0.25297254780866146,0.9350861703894772,,,,0.6295550364457427,0.7816984238834084,0.5129477355397662,,,,0.5600505354447145,0.7247703347950982,0.3714323618303904,,,,,,,,,,,,,,,,,,,,,
lipophilicity,regression,morgan,butina_atompair,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.18898176530503608,0.2519371664192411,0.9366125138843628,,,,0.6310067831505001,0.8028451164907567,0.38953670615091857,,,,0.5962833646840187,0.7505080285942575,0.38022300478036825,0.0,0.0,0.0,,,,0.0009605612105352664,0.0014108444780363604,0.001083642948163689,,,,0.03329687415477693,0.04412226653397536,0.037684436634264594,,,,0.03582661260544066,0.05217422039276066,0.041680564013609256
lipophilicity,regression,morgan,butina_maccs,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3328.0,456.0,416.0,,,,0.18877349151606343,0.25105557504131315,0.9368713169742072,,,,0.6293270972978898,0.8142462479090827,0.29278061993821014,,,,0.6110366047546553,0.7873649362379519,0.3741854143494879,0.0,0.0,0.0,,,,0.0006239837878027743,0.0006034799120595316,0.0005067463577044589,,,,0.010002585993473905,0.010520581700189756,0.018319374714203758,,,,0.015245111808552833,0.020178628177456585,0.01714851594571419
lipophilicity,regression,morgan,butina_morgan,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.1898116796029728,0.25264826110802524,0.9365295491546892,,,,0.6106173535287278,0.779392590521996,0.38908073479398037,,,,0.5811837646499445,0.7389177815973418,0.407304530879465,0.0,0.0,0.0,,,,0.0009255967941637477,0.0012145545745551353,0.001478521961075395,,,,0.03200920196183169,0.04281985546497899,0.06064201699717858,,,,0.009017382653635777,0.013569495445692206,0.03334964259868286
lipophilicity,regression,morgan,random,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,3360.0,420.0,420.0,,,,0.19244793897367032,0.25474578020086774,0.9349244337837922,,,,0.4947214730531272,0.6571697296986583,0.5521817224281089,,,,0.5287179713679964,0.6984460240980801,0.535979683129311,0.0,0.0,0.0,,,,0.0021569269519380015,0.0021974325791197153,0.0008103981159184247,,,,0.0038637042295582708,0.015335896833218121,0.012537031426068436,,,,0.033407776290430645,0.0354549994633696,0.03679332484383575
solv,regression,atompair,bm_scaffold,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,767.0,253.0,97.0,,,,0.2711292177314213,0.3554144773381402,0.9723002779560316,,,,1.140703739130435,1.3807028003124902,0.0937741944024757,,,,1.4099911958762872,1.7703226272094035,0.3959574600410537,,,,,,,,,,,,,,,,,,,,,
solv,regression,atompair,butina_atompair,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.26527898454647236,0.346858396318888,0.9707195296822476,,,,0.9155423341071416,1.1250554734209388,0.8262941099295098,,,,0.8348032947619046,1.0500559127193156,0.6607436078440377,0.0,0.0,0.0,,,,0.0015238391430994229,0.0015500101995449334,0.0006248366934955641,,,,0.06863433837750321,0.08883493869287121,0.02258016810292662,,,,0.027757063912008002,0.032518019245287515,0.05458366182713758
solv,regression,atompair,butina_maccs,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.25324888541993273,0.33357020272310506,0.9755005208779386,,,,1.0672067777380954,1.318357314418484,0.5544886166547454,,,,0.9795082085714281,1.2658889986137205,0.5354468563474191,0.0,0.0,0.0,,,,0.004532866708717423,0.004550845526276045,0.000506745847487314,,,,0.04664182733419319,0.04354649174869421,0.036125970709936076,,,,0.09072081348068159,0.08591343109909506,0.0878446627786825
solv,regression,atompair,butina_morgan,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.26648675488615153,0.3474591551953321,0.972429754195859,,,,0.711146105416667,0.9375463773183842,0.7646844079053816,,,,0.8142194551785715,1.063215183393812,0.7636505165438902,0.0,0.0,0.0,,,,0.003335992174828881,0.005916075929544621,0.0003357731042078489,,,,0.06545236577507697,0.09352922800977238,0.027500676524581203,,,,0.06129161471915482,0.09473553730634852,0.032817541458755
solv,regression,atompair,random,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.2686052223665548,0.3523427270003464,0.9721055446930184,,,,0.7161635269642861,0.945931666102996,0.7702097828125949,,,,0.7245127674404768,0.9386970408408801,0.7903954381409276,0.0,0.0,0.0,,,,0.000529276792859394,0.0027997475466712287,0.0007484887848796939,,,,0.06365211779788164,0.09446418579150298,0.026448519335827758,,,,0.05384354454063018,0.08212430560515732,0.034270366865037726
solv,regression,maccs,bm_scaffold,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,767.0,253.0,97.0,,,,0.3266777834760479,0.5132029056810475,0.9422458234843429,,,,1.0927711192466547,1.3184987372341486,0.1735902164763783,,,,1.3405245286049416,1.7069524154673001,0.4384279123534709,,,,,,,,,,,,,,,,,,,,,
solv,regression,maccs,butina_atompair,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.36917448231682065,0.5860453013323,0.916339407789778,,,,0.8032522206996069,1.067653326337431,0.8422113243730424,,,,0.7687563173624934,1.0240854884291761,0.6803998540288237,0.0,0.0,0.0,,,,0.005094037102576598,0.014358752375705748,0.0051453351246103654,,,,0.08414751144660207,0.14401048153408982,0.038976441946754856,,,,0.04070164237293041,0.06001536502836147,0.02467960108133706
solv,regression,maccs,butina_maccs,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.36510830863157395,0.6007498148475234,0.9205085230590304,,,,0.9839845528196365,1.3862231701495265,0.5072922000774847,,,,0.934499572214958,1.273887461315978,0.5302870356440083,0.0,0.0,0.0,,,,0.0056698817935515846,0.00648915404709015,0.0027144582097831087,,,,0.02280715060286521,0.02833807410020701,0.03763997320789886,,,,0.08451812062627344,0.0955908829220811,0.08557112394514947
solv,regression,maccs,butina_morgan,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.3600743816190106,0.5786750451593266,0.9234842462651012,,,,0.77400581470353,1.0127288766234734,0.7186331207463624,,,,0.7793012436284714,1.0703360994570068,0.7607973145722643,0.0,0.0,0.0,,,,0.007456887391948732,0.011832136398132914,0.0032767731294890837,,,,0.09806984621170511,0.13856397464861267,0.08143544783999361,,,,0.06100846175672509,0.08869008732634608,0.02958105145359325
solv,regression,maccs,random,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.35649800812519583,0.5739599327011284,0.9259312014728026,,,,0.7477775448445044,1.0284071179774326,0.7290449023468754,,,,0.7343136055022658,0.9889818753080103,0.7664404766711381,0.0,0.0,0.0,,,,0.014569471114056017,0.02320656752086897,0.005482986986148908,,,,0.11744821848728168,0.13814677996065727,0.042086565020759456,,,,0.04441950739618885,0.03616008909965417,0.03711430539005458
solv,regression,morgan,bm_scaffold,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1,767.0,253.0,97.0,,,,0.3353434465988097,0.5002101567254761,0.9451331289143222,,,,1.6804665705017452,1.965695200462136,-0.83682748028467,,,,1.7016709382916027,2.165794010519282,0.09594056868818257,,,,,,,,,,,,,,,,,,,,,
solv,regression,morgan,butina_atompair,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.34253396057025387,0.4925346293924152,0.9408489838754873,,,,1.3386262384069647,1.7492391165692616,0.5791071753094622,,,,0.9634894787775732,1.2466197018948368,0.5247238942672932,0.0,0.0,0.0,,,,0.005836617605908802,0.019162114464928028,0.005154095892305865,,,,0.13095916276288352,0.13644174041723905,0.06267375452018065,,,,0.06342241941603739,0.07082774050628925,0.05804783884534228
solv,regression,morgan,butina_maccs,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",5,893.0,112.0,112.0,,,,0.32649910400603105,0.475444808151498,0.9502148904669703,,,,1.082053106917503,1.4731828181466085,0.4435431165748443,,,,1.5160525308571688,1.8087875570273617,0.0531490891207248,0.0,0.0,0.0,,,,0.002733205589284248,0.0035738244195408046,0.0014474733682661584,,,,0.04081667108147124,0.050827563758221145,0.050041125248258544,,,,0.11481632948828294,0.08994753775005422,0.16108552922694747
