dataset,task_type,fingerprint_type,split_method,run_label,model_name,hyperparameters,train_size,val_size,test_size,train_roc_auc,train_pr_auc,train_accuracy,train_mae,train_rmse,train_r2,val_roc_auc,val_pr_auc,val_accuracy,val_mae,val_rmse,val_r2,test_roc_auc,test_pr_auc,test_accuracy,test_mae,test_rmse,test_r2
bbbp,classification,morgan,random,seed_0,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1564,196,195,1.0,1.0,1.0,,,,0.8967948717948719,0.9678999990084399,0.8775510204081632,,,,0.9626068376068376,0.9904052168032369,0.9179487179487179,,,
bbbp,classification,morgan,random,seed_1,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1564,196,195,1.0,1.0,1.0,,,,0.908550724637681,0.9692315182159217,0.8622448979591837,,,,0.9395535714285714,0.984941380000008,0.9128205128205128,,,
bbbp,classification,morgan,random,seed_2,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1564,196,195,1.0,1.0,1.0,,,,0.9210857592446893,0.9674376767931558,0.8928571428571429,,,,0.9699966476701307,0.9925749034503342,0.9487179487179487,,,
bbbp,classification,morgan,random,seed_3,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1564,196,195,1.0,0.9999999999999999,1.0,,,,0.9205790297339593,0.9642894675241316,0.8775510204081632,,,,0.9482879105520615,0.9852799352450397,0.9282051282051282,,,
bbbp,classification,morgan,random,seed_4,RandomForestClassifier,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",1564,196,195,1.0,1.0,1.0,,,,0.8959492888064318,0.9625788733595313,0.8877551020408163,,,,0.9422404518558365,0.9590703699663754,0.9179487179487179,,,
freesolv,regression,atompair,bm_scaffold,deterministic,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",435,152,55,,,,0.12045611394174863,0.1830179567525507,0.9713124478974293,,,,0.5593084402205214,0.6682982324620911,0.3018479579355211,,,,0.34974322914684614,0.5215731803389915,0.14553772829069467
freesolv,regression,atompair,butina_atompair,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11804252649604412,0.1775588564001461,0.9696835695337936,,,,0.3191698789168659,0.4683355674915393,0.6437629283219406,,,,0.3469822014580321,0.48077422631158423,0.7756610059852962
freesolv,regression,atompair,butina_atompair,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11820823947157796,0.1719443087259315,0.9697171284616817,,,,0.3805117613617998,0.6149232230599476,0.6226420530998591,,,,0.4181336770997382,0.5844138972274298,0.7003903180700168
freesolv,regression,atompair,butina_atompair,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12059261989774392,0.18594485934372626,0.9634682998975549,,,,0.3268410487802941,0.4368006889068066,0.7557491886594232,,,,0.4545424854315453,0.6753821660887459,0.6995246401597939
freesolv,regression,atompair,butina_atompair,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12128538828802675,0.19162092669359862,0.9616239300531826,,,,0.3463652371862623,0.4668519046166204,0.7287518645179432,,,,0.40442733117129653,0.6489804965968619,0.7210513783021282
freesolv,regression,atompair,butina_atompair,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12132001847661675,0.1886724042771289,0.9597004353194387,,,,0.5673562998806204,0.905232083513289,0.5929820096252084,,,,0.3635882790670778,0.6355284072147164,0.4650663585585011
freesolv,regression,atompair,butina_maccs,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11762838713806215,0.170716497593714,0.9692984048370803,,,,0.3453425523687603,0.4616484996369843,0.613782576535169,,,,0.5951645087802724,1.1440188805570204,0.20254279843008105
freesolv,regression,atompair,butina_maccs,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11296054036576988,0.16810491537777042,0.970732778463385,,,,0.6511646571308308,1.1812516266623532,-0.03815341446816811,,,,0.4714459055073718,0.6232020583168386,0.17422685068665644
freesolv,regression,atompair,butina_maccs,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11625591040483606,0.17480928880483368,0.9722328663544926,,,,0.49726203433340505,0.6134276152884011,0.4559077267845001,,,,0.3545254836827171,0.49485371488000734,0.17288745026227026
freesolv,regression,atompair,butina_maccs,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11421230073424085,0.1673043269571509,0.9698361635621238,,,,0.7195537688904426,1.2608278967380802,0.0004538170910262096,,,,0.3371102442212413,0.45138587811635655,0.48517778339360407
freesolv,regression,atompair,butina_maccs,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.1236451760562043,0.18720896452437805,0.9683475217002512,,,,0.4108614008052657,0.5613173974228621,0.38884873724262436,,,,0.33232093391062667,0.4023429825084384,0.6299756090975595
freesolv,regression,atompair,butina_morgan,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12559791153874927,0.19271263059788163,0.9627692582077474,,,,0.2710929087234286,0.4178571092626266,0.7421877396386416,,,,0.36798546650362773,0.532222868007366,0.786610043796623
freesolv,regression,atompair,butina_morgan,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11610807356816392,0.17409855447599965,0.9714545165911642,,,,0.3576295598975977,0.521834502036784,0.537945682618244,,,,0.39000923769326445,0.5270802863188385,0.6920207735705095
freesolv,regression,atompair,butina_morgan,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12145352185921682,0.1874404575656982,0.9672037328242915,,,,0.33480389096034124,0.4698242889657202,0.7065686264506688,,,,0.30035568590374484,0.41105145705440643,0.7482546987989024
freesolv,regression,atompair,butina_morgan,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.1175930434086198,0.18050989252061073,0.9681609510445105,,,,0.2813016992823322,0.4308052832130153,0.8456053525660978,,,,0.2897771436984379,0.4739881102028631,0.629656779449612
freesolv,regression,atompair,butina_morgan,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11946990718908253,0.18840563752826345,0.9620034799369915,,,,0.4115138343415719,0.5622228394404787,0.8131294566519791,,,,0.30487313602508714,0.4312625524755243,0.771083619950444
freesolv,regression,atompair,random,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11903279748299234,0.1813408709962735,0.9667068171163377,,,,0.26690548639582024,0.38012327207717544,0.8340167968963654,,,,0.34928132531859823,0.5119553415383806,0.7843896898159937
freesolv,regression,atompair,random,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12025716702066987,0.1837093192782845,0.9659111540794403,,,,0.32061034747207706,0.44502469616688334,0.839445569260527,,,,0.26546497013808007,0.3673593322611604,0.8259050217582717
freesolv,regression,atompair,random,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.1169187684072239,0.17086560323883368,0.967574550291118,,,,0.43595045328240284,0.8251865820646648,0.6015748956980596,,,,0.33268635262580093,0.7065868356015075,0.532983460946659
freesolv,regression,atompair,random,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12137468542613802,0.17883784082594503,0.9699560807058822,,,,0.26233877246455417,0.362143682240982,0.8082133694151276,,,,0.281841462318517,0.4470639678785195,0.7432199951144827
freesolv,regression,atompair,random,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11983060879651777,0.17741797268244813,0.9669474006205361,,,,0.32920326982905956,0.5188344938087288,0.7385806995063577,,,,0.3091600830489071,0.45467770307789684,0.8459258464043374
freesolv,regression,maccs,bm_scaffold,deterministic,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",435,152,55,,,,0.07023977168775006,0.11879828137576824,0.9879127806791959,,,,0.2979202652423407,0.3800935809655176,0.7741654116865878,,,,0.2961500797174425,0.41419070538729313,0.46115595684904076
freesolv,regression,maccs,butina_atompair,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07444184554178564,0.12341169469213853,0.9853544387719365,,,,0.14023963501570927,0.2115163861191225,0.9273370768664224,,,,0.24188775952803557,0.39216769643012456,0.850732229162058
freesolv,regression,maccs,butina_atompair,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07223440718148581,0.11581469909713112,0.9862611997397074,,,,0.18484094982577642,0.3038801812455647,0.9078455175880595,,,,0.24481033146900033,0.45150765083319117,0.8211680955015688
freesolv,regression,maccs,butina_atompair,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07217024109622427,0.11918712815213102,0.9849907067782286,,,,0.18057302494718805,0.28183948136531034,0.8983112174866793,,,,0.2367877975426041,0.4048800729253018,0.8920152339404683
freesolv,regression,maccs,butina_atompair,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07137299728111048,0.11897944792406398,0.9852048789210023,,,,0.19574552101723433,0.28610246945644047,0.8981287337401231,,,,0.19592330894460322,0.3637430554664898,0.9123704966668497
freesolv,regression,maccs,butina_atompair,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07358907995960456,0.12642894722563827,0.9819042482141258,,,,0.23856634035348342,0.4667904681197347,0.891772484680558,,,,0.19672822422063138,0.3362829277124989,0.850224901007115
freesolv,regression,maccs,butina_maccs,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.0711431839278931,0.11192663863984943,0.9868029494910022,,,,0.23784547195460093,0.3265050580180752,0.8068081361826795,,,,0.3581152118532973,0.8966064293823733,0.5101707695921904
freesolv,regression,maccs,butina_maccs,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.06878569915883004,0.11007377864049832,0.9874515980715414,,,,0.4246500981326481,0.9276821314620548,0.35971241569254475,,,,0.25076359725965314,0.40258037960201765,0.6554056048999102
freesolv,regression,maccs,butina_maccs,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07233838277737398,0.12306932231017799,0.9862373629428692,,,,0.28570672064151476,0.39335333645202697,0.776276508426142,,,,0.23842497852311256,0.3462358691875421,0.5950932133144509
freesolv,regression,maccs,butina_maccs,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.06776366274757048,0.10718754725872363,0.9876188525075549,,,,0.46344522243532343,0.9842931566708407,0.3908276570752359,,,,0.2683968367086235,0.45092518659030195,0.48622811842725
freesolv,regression,maccs,butina_maccs,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07362844887691061,0.12134867404395905,0.9867008309076502,,,,0.28046112030876597,0.3753004118305152,0.7267942788606077,,,,0.1609384655156499,0.22302920067453794,0.8862998739131265
freesolv,regression,maccs,butina_morgan,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07146912508402196,0.11559791552452771,0.9866038088569737,,,,0.14479717760635863,0.20221759493174443,0.939621008165517,,,,0.27358157520066717,0.4908698451754824,0.8184820326669365
freesolv,regression,maccs,butina_morgan,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07059355932501918,0.11532673774754415,0.9874741534735246,,,,0.2665964356924331,0.47821114152744043,0.6119686333928591,,,,0.22769959679002888,0.3671408258242981,0.8505715683210392
freesolv,regression,maccs,butina_morgan,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07314613815745254,0.12206088206494298,0.986092446082951,,,,0.21026426722419148,0.31715202232068346,0.8662879379790441,,,,0.20809155927573597,0.30930560332895995,0.8574574365981957
freesolv,regression,maccs,butina_morgan,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07321337070912891,0.12271131560188239,0.9852861170804434,,,,0.21503530608221222,0.3603801420647239,0.8919581770976008,,,,0.17576067438694004,0.25356291908658973,0.8940158333796232
freesolv,regression,maccs,butina_morgan,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07373428043721245,0.12253154241179108,0.9839286693398331,,,,0.19020667440454114,0.3242265705917331,0.9378528688539572,,,,0.18410799653488663,0.298937940363956,0.8900094312920922
freesolv,regression,maccs,random,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07182564329039802,0.11844389754954096,0.9857966986457868,,,,0.21251789122965808,0.3204992199918498,0.8820034859889719,,,,0.19934031340760008,0.356144456018555,0.8956583395624044
freesolv,regression,maccs,random,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07515478344245083,0.1198797803180289,0.9854841724724286,,,,0.21065858001369675,0.4121860240064177,0.862266179416963,,,,0.1316042949183131,0.2105172025901703,0.9428285416008655
freesolv,regression,maccs,random,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07191773904595528,0.11275624658681645,0.9858792442475321,,,,0.25869602403725894,0.581775909101233,0.8019595762518321,,,,0.2146083179980836,0.5566955315713349,0.7101077212587825
freesolv,regression,maccs,random,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.07538579256834253,0.12387490171372542,0.985585340207882,,,,0.15396336039702713,0.26492364566510007,0.8973644181617952,,,,0.14927552588971632,0.23229977428001272,0.9306702807207602
freesolv,regression,maccs,random,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.0745261330761771,0.12024526582320257,0.9848173923693813,,,,0.1745793730188506,0.27236286822144673,0.9279596584912999,,,,0.1737354874670749,0.3590045421761653,0.9039444722175967
freesolv,regression,morgan,bm_scaffold,deterministic,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",435,152,55,,,,0.12488710495414523,0.23351057563644767,0.9532997510689336,,,,0.5263546724838637,0.6125073180116158,0.413548702623487,,,,0.38827155523147483,0.5192764078077204,0.15304649045471164
freesolv,regression,morgan,butina_atompair,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12409019576174418,0.21460760334439707,0.9557122521616142,,,,0.4058209949351263,0.545012492532393,0.5175661819110389,,,,0.3629084516688018,0.5334718954654536,0.7237861176250999
freesolv,regression,morgan,butina_atompair,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12078854144145679,0.19837652434294717,0.9596910025012662,,,,0.3794868519979463,0.5997394115144928,0.6410475771550628,,,,0.404998980698152,0.7687184028673842,0.4816186957358468
freesolv,regression,morgan,butina_atompair,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.1185908776162315,0.20872421622904233,0.9539693392523186,,,,0.38797589398895993,0.5633834238241412,0.5936712844858569,,,,0.4458590805714995,0.6228186351744371,0.744475301993846
freesolv,regression,morgan,butina_atompair,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11561669055707707,0.18684365400878583,0.9635135736389252,,,,0.35467061591280674,0.5373239135211233,0.6406804640454513,,,,0.47622713796417304,0.9552018323654056,0.3957019082606704
freesolv,regression,morgan,butina_atompair,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11756119822192457,0.189972900723577,0.9591429604000615,,,,0.5319323363603305,1.0358933750755495,0.4670041335432089,,,,0.38314125117069675,0.61077078341374,0.5059322755178949
freesolv,regression,morgan,butina_maccs,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11241469273553224,0.1698997074208854,0.9695914845558368,,,,0.35744935542264566,0.48192708720971034,0.5791070228988591,,,,0.5681520734053731,1.1788956864732685,0.15317873036935448
freesolv,regression,morgan,butina_maccs,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.10914525836737782,0.16509864861891643,0.9717702061233622,,,,0.5833988529503229,1.1854039903395666,-0.045464925629029374,,,,0.4261336762034016,0.5439111519006984,0.3709880071605207
freesolv,regression,morgan,butina_maccs,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.11700274468699157,0.2110888548361621,0.9595114106051227,,,,0.38088527525077187,0.5606735705222693,0.5454663074739651,,,,0.413550597023179,0.57656322311308,-0.12280623175576189
freesolv,regression,morgan,butina_maccs,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.10715106563873504,0.15683969384541566,0.9734915580486098,,,,0.7048015105935692,1.2805998770312321,-0.031141243096980853,,,,0.3460783777625469,0.5040225451095678,0.3581090233715636
freesolv,regression,morgan,butina_maccs,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12321665442019285,0.22146641849617843,0.9557034194672998,,,,0.326370656185627,0.4243309834935754,0.6507461554683277,,,,0.27505574424048335,0.35706776956169123,0.7085669563845249
freesolv,regression,morgan,butina_morgan,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12248668503414015,0.2069272305838785,0.9570743756546789,,,,0.3077901264415448,0.5076349306810598,0.6195032315824729,,,,0.3769663483909321,0.7654872432856508,0.5585690010328733
freesolv,regression,morgan,butina_morgan,seed_1,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12379209196052446,0.21962734377844348,0.9545723898718089,,,,0.24372131606146463,0.31832313211246077,0.8280651747555309,,,,0.3709880687660626,0.5197069914745317,0.7005771112151639
freesolv,regression,morgan,butina_morgan,seed_2,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12084627655333044,0.22041719421350425,0.9546488103679491,,,,0.3392005051602271,0.46547132226235904,0.7119807768634011,,,,0.3499898301020132,0.4813614740795473,0.6547675215312191
freesolv,regression,morgan,butina_morgan,seed_3,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12089400598396871,0.2042553946125358,0.9592333389402301,,,,0.3543686990377929,0.7348372497395338,0.5507867839295499,,,,0.32522472883962694,0.4615246488612696,0.6488769788741092
freesolv,regression,morgan,butina_morgan,seed_4,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12253159161734244,0.20496059449651363,0.9550327032864262,,,,0.43306404912040913,0.7655128903486454,0.6535593089473787,,,,0.25343660935958107,0.3414764794111143,0.8564791617974808
freesolv,regression,morgan,random,seed_0,RandomForestRegressor,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500, ""n_jobs"": -1, ""random_state"": 42}",514,64,64,,,,0.12051430317635786,0.20290272663243017,0.9583188504566023,,,,0.3199929049142213,0.4341925955707153,0.7834390991746718,,,,0.3771860699430929,0.775627080195967,0.5051070189676009
